surface_x,surface_y,gross_perforated_length,number_of_stages,total_proppant,total_fluid,true_vertical_depth,frac_seasoning,OilPeakRate,sibling_well,batch_concurrent_frac
1054330.049,730296.3491,4450.787402,18.119839100214996,349714.2857,1594563.485,8230.314961,4.330733340286331,100.2143012,0,0
1048594.805,617085.8789,4555.11811,15.542201816967834,219142.8571,727055.6601,7007.874016,3.091042453358316,274.16288260000005,0,0
1061050.667,706411.6481,4192.913386,18.17647401009401,420428.5714,2058353.819,7217.519684999999,3.4339872044851463,196.7500304,0,0
1032836.972,698078.5752,3923.228346,14.0,451393.6429,1919215.464,8500.984252,2.302585092994046,184.6428857,0,0
1028372.818,705664.9173,3899.606299,14.0,448267.0,1895076.793,8627.952756,1.9459101490553132,223.8571775,0,0
1036475.651,644871.9726,4490.15748,15.0,336784.6429,1647634.755,6171.259843,4.912654885736052,41.39286355,0,0
1076838.244,775279.4788,5592.519685,19.456026904613076,172857.1429,1204869.806,8153.543306999999,4.04305126783455,237.1786081,0,0
1112813.626,768092.3409999999,4445.866142,12.0,120078.2857,1126834.674,8882.874016,4.143134726391533,41.92857792,0,0
1306786.1609999998,597118.6918,3558.070866,10.791323520775673,82857.14286,624961.5729,6439.96063,3.6635616461296463,45.89286425,1,0
1053861.329,691126.1254,2817.913386,7.068065652280346,33384.07143,285140.9965,7134.84252,2.9444389791664403,1.845238381,1,0
1006449.694,662551.4072,6152.559055,26.53312637625538,641000.0,2789292.598,7642.716535,3.6635616461296463,196.5670939,1,0
1319657.072,595329.9901,3364.173228,10.035586858084685,79000.0,634667.8958,10479.33071,3.4965075614664802,22.74563844,0,0
1056565.646,708302.3349,3862.204724,13.733283002898581,285857.1429,504029.078,7261.811024,3.1780538303479458,113.9881129,0,0
1268393.795,715894.4139,4595.472441,14.536924929103865,124714.2857,458275.6543,8013.779528,3.58351893845611,55.14802441,0,0
1273531.058,717701.1701,4273.622047,13.195330541933314,117857.1429,448561.9504,8096.456693000001,3.1780538303479458,68.77382017,1,0
1076071.204,732505.2844,4453.740157,17.662681164113444,342857.1429,1533393.094,8924.212598,3.5553480614894135,137.5325213,0,0
1052423.303,720516.6775,4355.314961,17.162301824356305,342857.1429,1573414.101,7999.015748000001,3.044522437723423,127.1775197,0,0
1115367.019,705804.2439,4145.669290999999,13.337430439731097,121571.4286,554233.5858,6916.338583,4.174387269895637,88.15477555,0,0
1247554.03,695473.2397,3587.598425,11.533377894914796,136714.2857,510102.1266,8615.15748,4.07753744390572,88.96509313,0,0
1045573.912,779581.7086,4232.283465,18.554291180220105,462571.4286,2183779.838,10220.47244,2.5649493574615367,210.5047945,0,0
1074937.033,765760.7528,4164.370079,12.862180252150381,120041.2857,491236.4094,8106.299212999999,3.091042453358316,73.16985259,1,0
1075013.498,763297.8598,3791.338583,12.516427266397383,136000.0,1120445.721,10172.24409,3.1780538303479458,240.2024181,0,0
1228647.808,650935.3866,3812.007874,11.622775217625062,148571.4286,539973.5836,8094.488189,2.0794415416798357,288.4048065,0,0
1329694.118,605041.4532,3875.0,13.0,128765.8571,631501.0977,6552.165354,3.4965075614664802,125.7143052,1,0
1234924.035,644642.3553,4201.771654,13.38397767315418,135571.4286,507533.5547,7894.685039,3.58351893845611,242.5279521,0,0
1244478.558,696612.2547,3979.330709,12.29740500327981,117714.2857,464422.8814,8727.362205,3.367295829986474,202.5210631,1,0
1245990.649,696388.5703,3959.645669,11.909071952816138,107571.4286,415323.6714,8690.944882,2.995732273553991,174.6190746,0,0
1070315.488,767582.498,7194.881890000001,24.030063970089024,201142.8571,1540464.0480000002,8606.299213,4.2626798770413155,155.0123256,1,0
1070311.801,767633.0778,6994.094488,16.0,274373.6429,1519341.235,8995.07874,4.189654742026425,80.47699658,0,0
1070326.117,767681.0442,6958.661417,21.0,192160.8571,1925162.298,8603.346457,4.51085950651685,103.7393018,1,0
1113211.007,769384.1622,3841.535433,20.0,131711.6429,1304108.202,9002.952756,3.4657359027997265,80.02382191,0,0
1113218.124,769433.1122,3619.094488,11.0,161145.7143,1011452.657,8734.251968999999,3.7376696182833684,61.00000944,0,0
1234209.624,639487.8834,4011.811024,12.851157026963742,135714.2857,503355.935,7756.889764,3.8501476017100584,96.88731658,0,0
1080514.634,767865.5029,3273.622047,10.415217270047929,151205.0714,553622.8119,8128.937008,3.4339872044851463,148.8984357,1,0
1080645.409,768487.5247,4032.480315,13.360408639863042,119571.4286,1327834.277,10230.31496,3.1354942159291497,260.8928975,0,0
1080324.329,766554.8278,4185.03937,13.292343208766347,109723.5,506736.0427,8134.84252,4.189654742026425,69.19643928,1,0
1080186.306,765224.0573,4192.913386,13.02672575229497,120078.2143,489657.9924,8120.078740000001,3.258096538021482,151.2976425,1,0
1244425.853,691359.8991,3915.354331000001,11.977618264707397,109857.1429,424336.9228,8738.188976000001,3.4339872044851463,96.60438003,0,0
1112697.007,765822.4969,4296.259843,19.08422342771022,531000.0,1538096.976,11428.14961,3.2188758248682006,199.2143165,0,0
1112701.408,765878.0897,4291.338583,18.851335032063268,458285.7143,2040615.173,10275.59055,3.295836866004329,180.8702661,0,0
1112927.703,767435.3308,4367.125984,14.553577855663717,187571.4286,759108.1889,11509.84252,2.995732273553991,220.1000341,0,0
1112686.362,764736.8934,4130.905511999999,14.329634060178494,163428.5714,1363656.997,11422.24409,3.4011973816621555,256.8308221,0,0
1111129.145,755019.4241,4491.141732,16.152258461589916,225000.0,1349012.816,11217.51969,3.258096538021482,122.2381142,0,0
1074842.728,764654.8576,3972.440945,12.649502999834569,134697.4286,531250.0346,8097.440945,3.6375861597263857,40.67857772,1,0
1116607.942,705204.6378,4306.102362,14.002746184079097,135714.2857,573903.0888,6932.086614,4.04305126783455,87.92858504,0,0
1117249.444,699580.4512,3746.062992,11.978429955174654,121571.4286,527511.5816,6610.236220000001,4.219507705176107,187.2738385,0,0
1235128.165,618407.3536,3977.362205,14.0,187739.9286,1140660.677,7500.984251999999,3.6109179126442243,203.9111427,0,0
1038861.141,771156.122,4317.913386,14.775392869217775,193714.2857,1208187.544,8824.80315,2.5649493574615367,29.36905216,0,0
1038854.022,771107.065,4121.062992,14.0,314253.5,1185130.183,8425.19685,2.995732273553991,23.42857505,1,0
1039195.037,775784.8908,4041.338583,13.0,193954.7857,1206179.187,8911.417323,3.367295829986474,68.90477257,0,0
1039409.989,774961.5956,4170.275591,13.499010911698454,96000.0,1195896.042,8472.440945,3.332204510175204,106.2976355,1,0
1036204.953,757825.988,3584.6456689999995,15.0,323486.5714,1384553.2140000002,8242.125984,2.995732273553991,213.5924934,0,0
1039024.059,771974.6193,4116.141732,13.0,194766.7143,1213681.188,8439.96063,2.833213344056216,156.6666909,1,0
1242566.662,643971.9043,3675.19685,11.368020919444398,101826.9286,491095.4331,7821.850394,3.9512437185814275,87.72620405,0,0
1102481.631,693352.6341,3543.307087,8.998846688159741,49608.07143,242616.0018,6556.102362,1.3862943611198906,144.4944668,0,0
1224743.488,637152.7552,4269.685039,14.130852721937346,193271.7143,636850.8128,7733.267717000001,2.9444389791664403,118.6309707,1,0
1039197.596,773499.1035,4513.779528,11.0,310908.4286,1352886.709,8862.204724,3.6888794541139363,143.0551809,0,0
1039190.473,773450.0471,4170.275591,10.0,279650.4286,1242989.478,8416.338583,3.6888794541139363,119.90359,0,0
1039176.149,773402.0361,4346.456693,14.630907834396265,159142.8571,1035967.017,8839.566929,3.367295829986474,101.8817618,0,0
1273162.315,663213.4584,3981.299213,11.0,191731.4286,606995.5939,8126.968504,2.995732273553991,97.14564996,0,0
1035981.708,756308.6858,4017.716535,21.0,378135.9286,1685671.761,8570.866142,3.828641396489095,153.6837539,0,0
1102920.347,691640.9181,2539.370079,6.2164393365340125,64300.0,260571.6475,7666.338583,2.3978952727983707,95.88096722,0,0
1064651.603,764450.5805,4309.055118,13.58416797985967,120863.1429,488595.5042,8034.448819,3.6375861597263857,51.11905553,0,0
1069482.38,765413.8637,3950.787402,12.674771701007813,135640.4286,514997.913,8058.070866,3.8918202981106265,62.47620015,0,0
1243221.596,692702.4917,4288.385827,13.465906362118249,119142.8571,442879.3543,8703.740157,3.6888794541139363,89.09525188,1,1
1243214.1509999998,692650.681,3793.307087,11.61995865177958,108857.1429,406656.5867,8699.80315,3.6375861597263857,180.2738374,1,1
1224170.998,656899.4553,3867.125984,12.16194712440098,123285.7143,526178.5814,8255.905512000001,3.6375861597263857,110.5714457,0,0
1223105.364,657160.2734,3754.92126,11.730423016268862,125571.4286,556992.5862,8223.425197,3.367295829986474,140.22581540000002,1,0
1226640.812,661895.5437,3984.251969,15.351999611296181,316285.7143,1155607.107,8278.543307,3.5263605246161616,175.5313764,1,1
1100084.789,729662.0935,4764.763779999999,20.98734675119165,349142.8571,3237184.358,9290.354331,4.30406509320417,160.392882,0,0
1035832.159,755300.3853,4368.110236,24.26634869305604,763142.8571,3507790.043,9794.291339,3.6375861597263857,236.9409097,0,0
1146696.925,715488.474,9287.401575,30.227031161008167,242285.7143,1965136.804,9002.952756,3.828641396489095,336.3254489,0,0
1115584.9009999998,699840.9443,3583.6614170000003,9.95852196679808,7142.857143000001,517328.0801,6635.826771999999,3.7612001156935624,170.15478819999998,0,0
1115534.477,699848.1734,4226.377953,13.528930684987472,121571.4286,511562.0792,6634.84252,4.0943445622221,164.7500255,0,0
1066229.682,737723.7194,4341.535433,16.50813011309559,287142.8571,1341389.398,9104.330709,3.6888794541139363,230.5214642,0,0
1022826.942,611448.1042,6270.669290999999,26.978193936865896,578714.2857,3864868.027,9428.149606,2.5649493574615367,163.7143111,0,0
1232160.198,634426.4871,3712.598425,11.56501242296784,146000.0,453662.9274,7718.503937,3.044522437723423,155.3690717,1,0
1233545.037,644406.1858,4273.622047,14.321055241528326,179000.0,575831.7320000001,7873.031496,3.912023005428146,259.7738497,0,0
1232883.231,639673.2383,3712.598425,12.774015924808399,159142.8571,1276498.269,7762.795276000001,3.4011973816621555,151.60716630000002,0,0
1069780.586,768051.1264,3849.409449,14.12649701045074,132714.2857,2173653.9080000003,8088.582676999999,3.8501476017100584,52.58334147,0,0
1069958.326,769376.5516,3486.220472,15.121668131229676,194285.7143,3808572.018,10278.54331,3.1780538303479458,259.7500402,0,0
1242197.87,696937.1444,3882.874016,11.315804896935447,87000.0,403597.9196,8758.858268,2.772588722239781,236.3996398,1,0
1053624.013,660504.0808,3736.220472,11.618183630712995,108285.7143,496468.0292,7841.535433,3.871201010907891,26.00000402,0,0
1251582.624,714068.2583,4387.795276,14.367629973721662,168188.3571,638949.2179,9005.905512000001,3.2188758248682006,66.49008966,0,0
1251854.337,715593.5809999999,4063.976378,13.08351826388476,166857.1429,624335.6681,9012.795276,2.833213344056216,51.88096041,0,0
1251422.889,712987.1126,4372.047243999999,10.0,93485.71429,910223.248,8970.472441,3.1780538303479458,145.8214511,0,0
1251236.893,711698.2481,4065.944882,12.685114378999785,163980.5714,621223.12,8940.944882,1.9459101490553132,97.70239607,0,0
1227818.919,661727.4075,3978.346457,15.32419316689238,315857.1429,1131368.056,8271.653543,3.58351893845611,163.2297872,1,1
1019754.022,680125.2725,4133.858268,15.565006808104394,305571.4286,1332721.206,8114.173228000001,2.6390573296152584,194.7024111,0,0
1027103.937,653374.2437,4021.653543,12.290735032523456,151714.2857,523295.581,7734.251969,1.9459101490553132,268.9048035,0,0
1097708.845,695419.4227,3735.23622,11.912297003128565,136285.7143,508716.7216,8769.685039,3.8066624897703196,27.76190906,0,0
1102879.893,691743.5175,2755.9055120000003,6.980509128654095,47547.85714,198214.0307,6555.11811,3.091042453358316,240.3159386,0,0
1110758.988,672252.6497,3249.0157480000003,10.278019397143385,90571.42857,815782.8405,5935.03937,4.219507705176107,36.7070635,0,0
1105133.2340000002,710590.0456,3842.519685,13.0,417232.2857,1786080.7759999998,10223.4252,3.4011973816621555,207.154794,0,0
1236485.674,649725.9508,4057.086614,14.155502576871756,192714.2857,726872.6125,7072.834645999999,4.499809670330265,148.86907069999998,0,0
1235253.926,649724.0691,4238.188976,11.0,194110.0,647822.6003,7931.102362,3.295836866004329,261.30956430000003,0,0
1232697.322,650228.086,4015.748031,13.610920096267789,190428.5714,728655.1128,7066.929134,3.58351893845611,95.12818933,0,0
1237560.322,536103.9729,4273.622047,14.647021006718168,247000.0,594581.5682,7288.385826999999,2.833213344056216,45.9404833,0,0
1237738.58,537412.1481,4219.488189,14.455194860224026,237285.7143,569983.0644,7298.228345999999,3.1354942159291497,18.03571708,1,0
1076170.665,771142.0346,4143.700787,13.098049162389165,133000.0,496361.0054,8130.905512,3.4657359027997265,79.23453607,0,0
1262074.346,672675.0478,4132.874016,20.0,139464.2857,3646375.564,8253.937007999999,2.3978952727983707,335.4889408,0,0
1266286.556,671947.6016,3930.11811,12.24179817210933,150714.2857,535044.5828,8204.724409,2.5649493574615367,312.1310007,0,0
1234337.177,549321.2645,3964.566929,14.778195724951457,321285.7143,721959.8498,3097.440945,3.332204510175204,50.00000774,1,0
1086739.909,734780.3245,4356.299213,14.091381443876212,145000.0,675031.7473,8160.433070999999,3.332204510175204,115.7444227,0,0
1233483.489,538759.1367,4094.488189,14.456379160904705,258571.4286,873966.1591,7144.685039,2.772588722239781,149.79764219999998,0,0
1056429.0259999998,707477.5079,3799.212598,17.74262060790842,399000.0,2095569.324,7574.80315,6.052089168924417,82.42064768,0,0
1084441.243,719153.2099,4530.511811,15.779552004951174,207142.8571,1006543.584,7797.244094,3.4339872044851463,29.27704421,0,0
1054346.059,732627.7182,5089.566929,16.942310832264674,172142.8571,785895.1454,8314.96063,3.2188758248682006,65.50001014,0,0
1233781.541,546732.2695,4109.251969,15.313089079871252,319142.8571,772296.4767,3035.433071,3.367295829986474,47.26270573,0,0
1233960.604,547937.9804,4223.425197,13.882444741199999,168138.5714,701820.5491,2970.472441,3.2188758248682006,45.47619751,0,0
1060881.334,705435.2737,4262.795276,18.406046062281625,416571.4286,2079402.822,7534.448819,3.4657359027997265,112.369065,0,0
1240526.948,697155.6736,3666.338583,12.349131384117877,170971.3571,632541.0741,8812.992126000001,4.1588830833596715,227.8571781,1,0
1058835.575,765919.9328,3997.047244,15.0,207338.5714,1374478.2130000002,8945.866142,3.4011973816621555,125.4166861,0,0
1164229.499,757505.4525,2831.692913,8.394180377713361,124000.0,494227.1717,8097.440945,3.044522437723423,67.76191525,0,0
1233676.569,659986.2261,4062.992126,14.980151634411872,288000.0,1027629.492,8045.275591,3.091042453358316,82.93731442,1,0
1047715.768,607666.4872,3335.629921,12.690149445887734,221942.6429,1801884.505,9382.874016,3.1780538303479458,75.91667842,0,0
1198315.896,522335.0829,3840.551181,12.332185939555085,87000.0,938771.3,2703.740157,4.127134385045092,47.44898694,0,0
1142058.479,730846.6949,12350.3937,39.18272966960002,292000.0,1712099.265,7125.0,3.7376696182833684,219.8540023,0,1
1085135.215,724232.0131,4580.708661,15.884236915514307,177285.7143,915293.594,7931.102362,4.31748811353631,101.0194204,0,0
1233297.173,545497.613,4262.795276,19.24140247820712,592714.2857,1332227.051,2975.393701,2.772588722239781,90.45358543,0,0
1233669.073,548034.5564,4237.204724,15.999421103928464,355428.5714,862076.181,3095.472441,2.772588722239781,55.97662431,0,0
1235954.519,532666.9371,4171.259843,13.801244923939656,235857.1429,797921.3021,7313.976378,1.3862943611198906,96.54287208,0,0
1221529.0890000002,646504.1393,3853.346457,11.740842364383436,114285.7143,483848.0749,8001.968504,3.091042453358316,180.6365359,1,0
1050206.499,623498.3077,4529.527559,15.221916506832473,190428.5714,629206.3593,7266.732282999999,3.5553480614894135,47.02897553,0,0
1142064.217,730886.4331,11688.97638,36.68059964782594,281428.5714,1611519.749,7128.937008,3.6375861597263857,228.18217819999995,0,1
1223790.449,662143.6510000001,4450.787402,16.768443091860362,329714.2857,926802.7149,8296.259843,3.4011973816621555,100.4643013,0,0
1220820.191,642759.3352,3683.070866,12.089396925531615,178142.8571,548186.3706,7846.456693000001,3.4339872044851463,155.5238336,1,0
1227773.205,542375.6989,4218.503937,15.940932172890728,346857.1429,849859.9649,7275.590551,3.044522437723423,133.3861318,0,0
1227944.904,543582.6292,4192.913386,19.23823171763944,590857.1429,1408040.5159999998,3006.889764,3.1780538303479458,122.8401551,0,0
1173626.385,752152.0198,4568.897638,15.047907897162707,159533.0714,575829.5177,7815.944881999999,3.784189633918261,427.6155424,0,0
1251393.064,681266.1513,5752.952756000001,20.31124498093158,262857.1429,842123.6184,8327.755906,3.367295829986474,246.8313874,0,0
1179157.863,760562.5188,4147.637795000001,15.271726247797933,291142.8571,953749.8381,7049.212598,3.2188758248682006,112.3996206,0,0
1179129.055,760566.7082,4186.023622,15.749869727651244,292857.1429,954775.0525,7050.19685,4.007333185232471,135.5143067,0,0
1087590.4840000002,740061.5603,4256.8897640000005,15.180327788952471,222285.7143,1015470.11,9198.818898,3.784189633918261,173.6738364,0,0
1037471.78,762106.6911,4441.929134,15.145393988465198,186857.1429,919674.1899,8725.393701,3.4011973816621555,50.5714364,0,0
1081675.511,695080.455,3249.0157480000003,9.05263862578975,58911.42857,336117.552,6291.338583,3.4011973816621555,50.72619833,0,0
1233517.002,658764.7479,4137.795276,15.35974623043085,290714.2857,1038246.994,8062.007874,3.295836866004329,157.1309767,1,0
1233327.231,657382.7176,3997.047244,14.84028931415908,289285.7143,1026497.992,7989.173228000001,3.258096538021482,212.8809853,1,0
1239080.827,701492.1558,3983.267717,26.75003115346669,1389857.1430000002,634275.5982,8939.96063,3.6888794541139363,273.5952804,0,0
1239060.028,700070.2221,4219.488189,15.039940133797865,217070.0,607755.0941,8894.685039,4.976733742420574,232.8567821,0,0
1032881.733,768228.9967,3929.133858,13.37574561910046,190285.7143,825534.5563,9883.858268,3.4657359027997265,150.9528011,0,0
1031649.902,609709.137,4418.307087,14.134982716903282,137285.7143,519429.8066,7585.629921,3.5553480614894135,137.0238307,0,0
1241092.86,685430.6743,5911.417323,20.416379890301293,238000.0,843181.6781,8349.409448999999,2.995732273553991,152.5520077,1,0
1241084.885,685400.7123,5267.7165350000005,18.170171696068998,239000.0,826959.0804,8447.834646,2.833213344056216,114.7738273,0,0
1241084.114,685369.7166,3497.047244,11.023882796977894,150142.8571,529636.1891,8317.913386,3.1780538303479458,50.94048407,1,0
1174066.291,753687.8393,4575.787402,14.971704136156882,168048.5,598537.0212,7825.787402,3.258096538021482,165.34526369999998,0,0
1014454.613,598817.1704,3435.0393700000004,11.0,228124.0714,1215000.533,9191.929134,4.007333185232471,47.70238833,0,0
1193156.856,633977.9181,4387.795276,14.444711435595297,190714.2857,650688.9936,7512.795276000001,2.772588722239781,90.85953787,0,0
1033758.738,736942.8606,4210.629921,13.992164923368405,187000.0,818346.9838,8195.866142,2.772588722239781,53.34524635,0,0
1331033.435,604659.7395,3330.708661,17.0,175252.9286,986776.6527,6500.984252,3.295836866004329,167.17859730000004,1,0
1312435.079,692194.1556,2531.496063,8.079369355592284,198714.2857,502342.8992,5115.15748,2.70805020110221,109.952398,0,0
1224737.938,635819.0082,4182.086614,14.118169266660717,196898.7143,671609.9373,7678.149606,3.4339872044851463,93.59049067,1,0
1026851.507,730837.7316,3322.834646,11.749181404938405,200428.5714,1258972.195,7452.755906,3.044522437723423,45.76191184,0,0
1043217.75,620337.0349,4143.700787,13.244145388567684,139005.4286,493696.4812,7631.889764,3.6635616461296463,79.81271076,0,0
1076006.66,690315.9475,3395.669291,10.505471923245164,143285.7143,767535.3926,8550.19685,2.302585092994046,217.2091606,0,0
1237055.715,532367.8974,4237.204724,16.2861143972735,354000.0,851740.6318,7222.440945,3.5263605246161616,74.03572574,0,0
1236895.688,531004.371,4546.259843,18.184954762693145,330000.0,1948102.301,8862.764933518107,3.295836866004329,88.2023946,0,0
1174496.358,754167.9712,4529.527559,16.5304881639293,313165.3571,581161.5185,7871.062992,3.5553480614894135,180.4285994,1,0
1174688.796,755518.3,4490.15748,14.767148195057464,160656.7857,577472.5179,7914.370079,3.713572066704308,113.7262081,1,0
1224913.311,638736.9406,4211.614173,13.321269608164325,113428.5714,710648.5386,7734.251969,3.4011973816621555,119.6666852,0,0
1231964.45,643915.6094,3968.503937,13.496926615959048,194348.9286,599794.7357,7911.417323000001,3.9318256327243257,114.6071606,0,0
1230883.934,634576.5260000001,3840.551181,12.626909253397772,167180.3571,455219.5705,7748.031496,3.9889840465642745,197.4643163,1,0
1116560.925,684679.1117,3776.574803,11.499768697776695,130392.0714,482726.908,7652.559055,2.70805020110221,150.2024042,0,0
1162908.869,757678.5826,4064.96063,13.714776270246617,196000.0,753780.2476,7840.551181,3.2188758248682006,13.18730363,0,0
1252632.8490000002,686063.6641,4432.086614,15.163629362472019,207000.0,686244.5229,8549.212598,3.6109179126442243,191.9286011,0,0
1238697.64,544011.9476,4171.259843,14.517208917357726,258571.4286,871848.9325,7269.685039,2.302585092994046,86.09525142,0,0
1254825.713,657304.1791,3749.015748,11.700893559612027,153285.7143,544623.5843,7949.80315,2.6390573296152584,241.45241830000003,0,0
1258581.815,683963.0182,3714.566929,11.401831238341021,117428.5714,552023.7283,8610.23622,3.1354942159291497,196.0952684,0,0
1118067.962,651368.6013,3350.393701,10.82496464252737,143571.4286,651638.5532,7792.322834999999,3.7376696182833684,25.17857533,0,0
1241398.658,717797.3093,4475.393701,14.172517597165415,129662.6429,478092.4073,9120.07874,3.4965075614664802,63.14669345,0,0
1237033.326,719065.7135,4216.535433,13.22531839469605,155142.8571,644205.933,9157.480315,2.1972245773362196,39.94048237,1,0
1173426.1609999998,749327.8649,4535.433071,14.7412046450399,167393.5714,582795.2926,7794.291339,3.091042453358316,363.1060086,1,0
1173573.319,750316.8247,4480.314961,14.310481600286924,154334.0714,568167.3498,7791.338583,2.8903717578961645,362.2941037,0,0
1235298.017,532755.0478,4171.259843,13.990596394647214,229142.8571,825553.7468,7280.511811,1.9459101490553132,83.02382237,0,0
1231650.957,639848.3301,3562.992126,11.685184924800321,158857.1429,562340.087,7802.165354000001,3.912023005428146,154.59526200000002,1,0
1230287.769,639852.2886,4460.629921,14.455324780315626,143706.3571,488961.9685,6729.330709000001,3.8918202981106265,101.5119205,0,0
1263049.779,683352.9382,3517.716535,10.201566665718353,87142.85714,388650.0125,8481.299213,3.091042453358316,236.2381318,1,0
1075467.946,730997.7859,4264.763779999999,14.375866933253002,189857.1429,710919.7886,8933.070866,3.4657359027997265,112.61489840000002,0,0
1108674.588,660424.7048,2566.929134,8.650472307447298,179857.1429,876562.7785,8025.590551,3.295836866004329,121.473114,0,0
1034999.68,708490.0936,3811.023622,13.861459079716376,233000.0,1335019.2659999998,7228.346457,3.091042453358316,47.54564228,0,0
1192149.8,519751.5999,3963.582677,12.871008979509345,94285.71429,906037.1402,7137.795276000001,4.31748811353631,57.0916755,0,1
1261853.466,683266.5884,3737.204724,10.788940594083392,86084.28571,458684.5591,8489.173228,2.5649493574615367,138.80954530000002,0,0
1042407.891,613585.4922,3604.330709,14.024995030422287,231000.0,1786021.36,9338.582677,4.007333185232471,64.55874015,0,0
1230432.251,640093.0329999999,3738.188976,12.399888570243514,192142.8571,406640.3486,7857.283465,3.7376696182833684,90.61906164,0,0
1226297.67,643900.2109,3702.755906,11.987690524794187,158571.4286,420718.7794,7796.259843000001,3.8918202981106265,57.48810414,0,0
1282413.067,585308.8641,2997.0472440000003,9.292465363776568,200142.8571,769729.3809999999,3401.574803,1.0986122886681098,71.55953488,0,0
1226576.935,645863.8949,3855.314961,12.618615657767023,169571.4286,473275.228,7972.440945,3.7376696182833684,108.00001670000002,0,0
1230833.327,640975.3756,3190.944882,10.740047817737565,201051.1429,587265.9361,7893.700787000001,3.4657359027997265,61.56945397,0,0
1240086.39,717927.7183,4051.181102000001,12.696342054112165,166142.8571,452515.9272,9010.826772,2.4849066497880004,52.70238911,1,0
1238322.37,718876.4032,3975.393701,13.836576363094116,163142.8571,1147809.13,9204.724409,4.060443010546419,177.8571704,1,0
1238221.47,718203.2857,3787.401575,11.91354778209231,166000.0,550284.7756,9058.070866,2.4849066497880004,114.3186685,0,0
1239906.775,718644.4291,3939.96063,12.20618124494928,149000.0,628075.2282,9118.110236,2.1972245773362196,51.42857939,1,0
1098898.845,667194.8612,3710.629921,13.960797792921364,264714.2857,947809.6467,6518.700787,4.330733340286331,23.42579331,0,0
1087827.646,744043.6737,4210.629921,14.185196897155453,185714.2857,808725.1728,9399.606299,3.295836866004329,187.500029,0,0
1237309.235,534271.4975,4114.173228000001,15.197364759995759,315857.1429,772931.9768,7275.590551,3.1354942159291497,90.55953782,0,0
1226628.112,645887.7241,3881.889764,12.605709156615573,161479.7143,509299.0788,7132.874016,3.6109179126442243,37.61825979,0,0
1220919.74,533888.6651,4004.92126,11.90510022609045,59992.14286,681008.1054,2691.929134,3.1780538303479458,102.2023968,0,0
1220726.324,532734.2841,4342.519685,13.223415097686063,64997.14286,610467.5945,7455.708661,3.6635616461296463,77.44048818,1,0
1238502.698,701690.4870000001,4454.724409,14.316442803467595,143467.5714,510437.9599,8915.354331,3.5553480614894135,231.1837659,0,0
1238455.87,701697.2275,4454.724409,14.49154520805093,165036.2143,610016.6182,8894.685039,3.1354942159291497,273.6857566,0,0
1235767.319,702687.8559999999,4636.8110240000005,15.048004554528685,111428.5714,904998.6401,8951.771654,3.6375861597263857,237.54765580000003,1,0
1051103.979,660742.99,3622.047244,11.695101201135241,156714.2857,516278.5085,7800.19685,3.6375861597263857,30.24960786,0,0
1309622.281,635239.715,3051.181102,8.769658356975633,153419.2857,601526.6764,4565.944882,1.0986122886681098,104.2857304,1,0
